Timestamp,Shortened Timestamp,Temperature,Humidity
2025-07-14 13:50:01,13:50:01,29.00,41.00
2025-07-14 13:50:02,13:50:02,29.00,41.00
2025-07-14 13:50:04,13:50:04,29.00,41.00
2025-07-14 13:50:05,13:50:05,29.00,41.00
