Timestamp,Shortened Timestamp,Temperature,Humidity
2025-07-14_13-33-47,13:33:49,29.00,41.00
2025-07-14_13-33-47,13:33:51,29.00,41.00
2025-07-14_13-33-47,13:33:52,29.00,41.00
2025-07-14_13-33-47,13:33:54,29.00,41.00
2025-07-14_13-33-47,13:33:55,29.00,41.00
2025-07-14_13-33-47,13:33:57,29.00,41.00
