Timestamp,Shortened Timestamp,Temperature,Humidity
2025-07-14_13-13-28,13:13:30,29.00,41.00
2025-07-14_13-13-28,13:13:32,29.00,41.00
2025-07-14_13-13-28,13:13:33,29.00,41.00
2025-07-14_13-13-28,13:13:35,29.00,41.00
2025-07-14_13-13-28,13:13:36,29.00,41.00
2025-07-14_13-13-28,13:13:38,29.00,41.00
2025-07-14_13-13-28,13:13:39,29.00,41.20
