Timestamp,Shortened Timestamp,Temperature,Humidity
2025-07-14T16:46:40.346010,16:46:40,29.00,40.00
2025-07-14T16:46:41.832967,16:46:41,29.00,40.00
2025-07-14T16:46:43.357944,16:46:43,29.00,40.00
2025-07-14T16:46:44.859804,16:46:44,29.00,40.00
2025-07-14T16:46:46.378278,16:46:46,29.00,40.00
2025-07-14T16:46:47.892580,16:46:47,29.00,40.00
