Timestamp,Shortened Timestamp,Temperature,Humidity
2025-07-14T17:12:45.181580,13:12:45,29.00,41.00
2025-07-14T17:12:46.678488,13:12:46,29.00,41.00
2025-07-14T17:12:48.208365,13:12:48,29.00,41.00
2025-07-14T17:12:49.698793,13:12:49,29.00,41.00
2025-07-14T17:12:51.233219,13:12:51,29.00,41.00
2025-07-14T17:12:52.726565,13:12:52,29.00,41.00
2025-07-14T17:12:54.267775,13:12:54,29.00,41.00
2025-07-14T17:12:55.757510,13:12:55,29.00,41.00
