timestamp,short_timestamp,temperature,humidity
2025-07-14T16:17:42.217199,16:17:42,28.00,41.00
2025-07-14T16:17:43.712737,16:17:43,28.00,41.00
2025-07-14T16:17:45.239772,16:17:45,28.00,41.00
2025-07-14T16:17:46.739271,16:17:46,28.00,41.00
2025-07-14T16:17:48.264749,16:17:48,28.00,41.00
2025-07-14T16:17:49.772806,16:17:49,28.00,41.00
