Timestamp,Short Timestamp,Temperature,Humidity
2025-07-14T16:45:13.882533,16:45:13,29.00,40.00
2025-07-14T16:45:15.391078,16:45:15,29.00,40.00
2025-07-14T16:45:16.907242,16:45:16,29.00,40.00
2025-07-14T16:45:18.406309,16:45:18,29.00,40.00
2025-07-14T16:45:19.932005,16:45:19,29.00,40.00
2025-07-14T16:45:21.435011,16:45:21,29.00,40.00
